0.099	1.024114304	0.013490801
0.1	1.008090393	0.013616059
0.101	1.028366319	0.013652944
0.102	1.009888518	0.011422923
0.103	1.025652052	0.011336293
0.104	1.040095042	0.011689868
0.105	1.03078204	0.012884229
0.106	1.005520505	0.011454343
0.107	1.034722736	0.013449042
0.108	1.036409484	0.012973208
0.109	1.024113367	0.012473333
0.11	1.030319435	0.011311998
0.111	1.009230862	0.012962687
0.112	1.030076016	0.013025929
0.113	1.01733875	0.012852299
0.114	0.996453505	0.013052713
0.115	1.012247005	0.012692886
0.116	1.027381467	0.013601961
0.117	1.014188319	0.013466065
0.118	1.001679399	0.012560945
0.119	0.998644477	0.013009206
0.12	1.022567948	0.01273811
0.121	1.023920061	0.012777067
0.122	1.001551323	0.013521167
0.123	0.992979161	0.013151676
0.124	1.000663404	0.011164937
0.125	0.9940185	0.011353423
0.126	1.022841576	0.012158216
0.127	1.019329369	0.013294471
0.128	0.992881475	0.012397624
0.129	1.00492142	0.013039979
0.13	1.007668952	0.011788384
0.131	1.001145582	0.011558261
0.132	0.988479533	0.012936393
0.133	0.999910537	0.01117283
0.134	0.997768094	0.012635085
0.135	1.01165671	0.011939915
0.136	1.007065136	0.011894395
0.137	1.006803308	0.012619369
0.138	1.00655151	0.013294469
0.139	0.997724282	0.011953944
0.14	0.992589437	0.0113597
0.141	0.985647264	0.011522319
0.142	1.001353877	0.012245238
0.143	1.013986661	0.01107995
0.144	0.999737403	0.010950558
0.145	1.014188109	0.012098075
0.146	1.010961845	0.012223419
0.147	1.007121933	0.012300074
0.148	0.987491554	0.011782109
0.149	1.010441807	0.011058754
0.15	1.004819336	0.011039242
0.151	0.984651471	0.012812031
0.152	0.996046393	0.012622051
0.153	1.000768231	0.012541215
0.154	1.002455411	0.01117943
0.155	0.992655791	0.012851045
0.156	0.993761605	0.011973723
0.157	0.999697882	0.011676573
0.158	1.003814359	0.012802324
0.159	1.009140935	0.011649754
0.16	1.000597289	0.012075884
0.161	1.005928249	0.0108892
0.162	1.00223372	0.012048867
0.163	1.017178767	0.011248305
0.164	0.984632459	0.01175786
0.165	0.986365438	0.011054554
0.166	1.00971303	0.011191823
0.167	1.002439399	0.011197091
0.168	0.990390103	0.013011546
0.169	1.014886197	0.012285383
0.17	1.01840857	0.012481576
0.171	0.990229952	0.01097926
0.172	1.018275606	0.01180957
0.173	1.00865468	0.010942608
0.174	0.983521114	0.013013723
0.175	1.013318085	0.012743756
0.176	0.989415387	0.012724571
0.177	0.988180004	0.011728103
0.178	1.011377165	0.012174157
0.179	0.998244134	0.010905364
0.18	1.016647121	0.012101068
0.181	0.991035262	0.013081418
0.182	0.988630527	0.011838105
0.183	1.0129546	0.012948259
0.184	1.0010471	0.011124687
0.185	1.01347486	0.011889964
0.186	0.995654867	0.012523987
0.187	0.996223742	0.011391193
0.188	1.016336959	0.012380281
0.189	1.005059971	0.011521172
0.19	0.996161637	0.01163344
0.191	0.983136332	0.01188756
0.192	0.997899245	0.011467575
0.193	0.997882198	0.012820472
0.194	1.007310712	0.011538368
0.195	0.995491191	0.012736438
0.196	1.008450932	0.011868679
0.197	1.006074893	0.010707035
0.198	0.994865622	0.010642685
0.199	0.98955736	0.012050923
