0.001	0.224949496	0.02068
0.002	0.440295399	0.02007887
0.003	0.700465849	0.016557312
0.004	0.90774919	0.016958325
0.005	1.045391424	0.015596547
0.006	1.123247515	0.015883217
0.007	1.196511066	0.017895743
0.008	1.260227412	0.016375008
0.009	1.316994919	0.014690171
0.01	1.32197908	0.01715749
0.011	1.364396042	0.015421151
0.012	1.35333679	0.015147156
0.013	1.351431863	0.016171561
0.014	1.378768145	0.016512988
0.015	1.37885753	0.0155299
0.016	1.358826979	0.015475466
0.017	1.388250386	0.015999618
0.018	1.370193271	0.013766333
0.019	1.35832288	0.01592694
0.02	1.381259598	0.0141112
0.021	1.395847686	0.015443821
0.022	1.353251009	0.015577692
0.023	1.345535762	0.01502624
0.024	1.376815927	0.015428181
0.025	1.3299106	0.013538884
0.026	1.321184142	0.014381096
0.027	1.345836876	0.015103685
0.028	1.307975264	0.013443645
0.029	1.32986912	0.014024962
0.03	1.310096959	0.013137707
0.031	1.30806301	0.014967397
0.032	1.272016271	0.014679537
0.033	1.309126863	0.014098685
0.034	1.287880833	0.014464302
0.035	1.265139879	0.013847779
0.036	1.250683169	0.013221809
0.037	1.2846691	0.012725668
0.038	1.244123405	0.01344244
0.039	1.224075999	0.014697024
0.04	1.229152432	0.012530032
0.041	1.238393888	0.014637503
0.042	1.234863057	0.014464645
0.043	1.193842948	0.013291026
0.044	1.214801991	0.014602995
0.045	1.198475495	0.012971045
0.046	1.193038386	0.013201691
0.047	1.210419224	0.013078068
0.048	1.183350802	0.014435743
0.049	1.183893826	0.012820398
0.05	1.156706843	0.012510502
0.051	1.171720706	0.013295639
0.052	1.159991156	0.014603567
0.053	1.169486314	0.014279958
0.054	1.131772713	0.014011709
0.055	1.14684	0.013289401
0.056	1.128206391	0.013893982
0.057	1.114419802	0.01468369
0.058	1.149161262	0.013605451
0.059	1.134822947	0.013249642
0.06	1.130415491	0.011952462
0.061	1.135034433	0.01270172
0.062	1.127151039	0.014070972
0.063	1.126761698	0.013929533
0.064	1.104537396	0.012482545
0.065	1.108062254	0.011883523
0.066	1.080514623	0.012707284
0.067	1.109472167	0.012530572
0.068	1.107416101	0.012695636
0.069	1.071920365	0.013646234
0.07	1.100749078	0.014280481
0.071	1.069989092	0.014194945
0.072	1.086045667	0.014044699
0.073	1.058547176	0.013335143
0.074	1.078852752	0.012471694
0.075	1.074714327	0.014260219
0.076	1.082455396	0.012646002
0.077	1.067410878	0.01402844
0.078	1.062184832	0.013053041
0.079	1.054304411	0.011718569
0.08	1.05543834	0.01396202
0.081	1.070936485	0.013506499
0.082	1.055829099	0.012408682
0.083	1.051029203	0.012200803
0.084	1.05238965	0.013585879
0.085	1.053799436	0.013326118
0.086	1.054588645	0.014092007
0.087	1.058108204	0.014037336
0.088	1.033645443	0.013867924
0.089	1.026661816	0.01203934
0.09	1.050270249	0.01336494
0.091	1.054628817	0.013337442
0.092	1.05372819	0.012724807
0.093	1.016011592	0.013066968
0.094	1.045513584	0.013141882
0.095	1.023818259	0.012278152
0.096	1.013369131	0.01388716
0.097	1.010846158	0.01197413
0.098	1.017477612	0.013112519
